Student_ID,Fathers Name,Mothers Name,Family Name,Father_Education,Mother_Education,Father_Occupation,Mother_Occupation,Annual_Household_Income(NGN),Household_Size,Involvement_in_Kids_Education
702cdd20286248b888f4ef125e9953d2,Itoro,Halimat,Lanre,Tertiary,None,Unemployed,Engineer,"Above 600,000",6,Always busy
4d71c366b41b41438b10550cd5704f32,Segun,Ime,Chidiebube,Primary,None,Trader,Unemployed,"200,000-400,000",3,Very Involved
ce9e1a11fcbb4e59bbddcf7c9c96e9ec,Kayin,Nwanneka,Fumnanya,Tertiary,Tertiary,Engineer,Doctor,"Above 600,000",5,Slightly involved
aaf91531020041f08768a84fa76afde6,Chisom,Efemena,Shehu,None,Secondary,Engineer,Trader,"400,000-600,000",6,Slightly involved
ee87905e4ca445ea8dfa6a56d12dbc9a,Abiodun,Ekene,Akpofure,None,Tertiary,Nurse,Farmer,"200,000-400,000",5,Involved
e0ccedc5f05d476e9a84a51aa9d3d7c7,Balarabe,Abeni,Eniola,Tertiary,Tertiary,Trader,Teacher,"200,000-400,000",6,Always busy
e3c436571d8c4bac83b409ef2260e70f,Olabode,Nkiru,Uzochi,Tertiary,Tertiary,Teacher,Doctor,"Below 200,000",6,Slightly involved
27cb6f2a8da04097be0f051b1b66b5a9,Sani,Udo,Emeka,Primary,None,Teacher,Trader,"400,000-600,000",5,Involved
35ebd32d9ad640ab88212ddb45b89cd9,Okafor,Alheri,Kelechi,None,Primary,Nurse,Trader,"400,000-600,000",3,Always busy
afffcfd2341e440b97c700aab7b56ea7,Abiodun,Amina,Inyene,Tertiary,Tertiary,Civil Servant,Farmer,"200,000-400,000",5,Involved
81627cf1439442e69a587e8aa25d6b29,Ayuba,Oluwaseun,Emem,Secondary,Primary,Teacher,Engineer,"Above 600,000",5,Involved
e87d1c78e7c441c780497b717d106c60,Ekundayo,Ijeoma,Ayodele,Primary,Secondary,Engineer,Trader,"Above 600,000",3,Slightly involved
a260772317a04f498d01280fd89a40c0,Fumnanya,Amaka,Adekunle,Secondary,Secondary,Engineer,Engineer,"400,000-600,000",3,Always busy
0b49452d46d443f39450281c6c6f7633,Haruna,Abiodun,Ɗanlami,Tertiary,None,Nurse,Doctor,"Below 200,000",2,Very Involved
217d65a0c56841cd9563f61600e85ece,Ekene,Zainabu,Bitrus,Secondary,None,Teacher,Civil Servant,"400,000-600,000",3,Slightly involved
295d6fbf430f401dbad409e2a319dcb4,Afolabi,Chinasa,Iniobong,Secondary,Secondary,Farmer,Farmer,"200,000-400,000",4,Always busy
b4a69f3c8d3a4d99b11c21c9bdc14f1f,Chinedu,Chidinma,Ime,Tertiary,None,Teacher,Civil Servant,"Below 200,000",3,Slightly involved
1ca3c448027946a68f9797b06d7ce3c9,Ayomide,Chizoba,Ɗanjuma,None,Secondary,Doctor,Doctor,"Above 600,000",5,Involved
b0e6a969e21342b0b1eedba313432e61,Kayin,Iyabo,Ese,Secondary,None,Unemployed,Civil Servant,"Above 600,000",3,Very Involved
093923de8bab4e3ba6286bfbe767dcea,Emem,Adebowale,Babatunde,None,None,Farmer,Engineer,"400,000-600,000",6,Very Involved
8d7248e2951f48d09e84f058d5a804eb,Adegoke,Abeni,Abidemi,Primary,Tertiary,Civil Servant,Trader,"Above 600,000",5,Always busy
0ab54bde20a04502ae06809725e97977,Umaru,Amarachi,Ebuka,Secondary,Tertiary,Teacher,Teacher,"Below 200,000",6,Involved
eededb07e62346899d59cd2a4eea04e7,Bamidele,Ifeoma,Abubakar,Secondary,None,Nurse,Nurse,"Above 600,000",4,Slightly involved
0a368ce7dc574131b8e1daa7cbceabde,Chibueze,Chinenye,Okeke,Primary,Primary,Farmer,Doctor,"200,000-400,000",2,Very Involved
ae9bec3635c7436c9b9962c6e61fecc0,Haruna,Abioye,Dayo,Primary,Tertiary,Trader,Civil Servant,"Above 600,000",4,Involved
5a8aaeca1a504ec3aabc25fa3fe12e47,Chike,Chinenye,Chigozie,Primary,None,Unemployed,Nurse,"200,000-400,000",6,Slightly involved
dfed2c43e25646dc8f5486b7c7b5b2bc,Adeola,Amarachi,Oluwatoyin,Tertiary,Tertiary,Trader,Engineer,"200,000-400,000",3,Always busy
bfddc3d99ee34c2ab94d62046808593f,Oluwafemi,Hadizatu,Otobong,None,None,Doctor,Doctor,"200,000-400,000",4,Always busy
3c9ad14cee0c4eb5acfedb992790cebd,Chibuzo,Ayomide,Okorie,None,None,Nurse,Teacher,"200,000-400,000",3,Slightly involved
ccc56569f9e84369a999b735dd56cc94,Chima,Ekene,Olusola,None,Tertiary,Nurse,Engineer,"Above 600,000",6,Always busy
698c206fe1a44e10ad534dd0cf8ebc5a,Olawale,Funmilayo,Chidi,Secondary,None,Doctor,Unemployed,"200,000-400,000",6,Very Involved
ecab3301bc8f4d29adea94930658663a,Chinwendu,Bukola,Abidemi,None,None,Trader,Nurse,"400,000-600,000",3,Always busy
696608aaee494329884a7b28550a1b46,Uzoma,Hafsatu,Rabiu,Tertiary,Primary,Teacher,Farmer,"Above 600,000",5,Slightly involved
bc2cbb0ddd334cc7ab7f089acd5f4822,Chibuike,Ijeoma,Adebayo,Tertiary,Primary,Unemployed,Engineer,"400,000-600,000",4,Slightly involved
28c13091444d410bbf87e362cf8d446a,Kelechi,Oluwaseyi,Chibueze,None,Primary,Doctor,Farmer,"Above 600,000",5,Always busy
61ee411a1bac47a7b386f7a4c991603f,Tunde,Yewande,Onyebuchi,None,Primary,Unemployed,Nurse,"200,000-400,000",4,Involved
787f2425dbcc447789e9db0adf465290,Usman,Ogochukwu,Abiodun,Secondary,None,Engineer,Unemployed,"400,000-600,000",2,Always busy
eb1fa9f2d10b41d0b317347038f16a81,Abioye,Efe,Emem,Primary,Secondary,Engineer,Farmer,"Below 200,000",3,Always busy
d20eac174e204d1a998336e375d66ed4,Olanrewaju,Chidiebere,Oluwatoyin,Primary,Secondary,Doctor,Doctor,"Above 600,000",3,Involved
391184973a4342ba9f0f06cbcb9bc326,Adisa,Toyin,Kayin,Primary,None,Farmer,Teacher,"Above 600,000",3,Very Involved
6601ddd031704437a8f7ef5a060edf5b,Chuks,Abiola,Adebowale,Primary,Secondary,Doctor,Doctor,"200,000-400,000",3,Always busy
11c58ef0dd464c09875287aa5408f9ac,Olusola,Kyauta,Chibuike,Tertiary,None,Engineer,Teacher,"200,000-400,000",6,Very Involved
59e4b67147744c5885f8bc16f7860b50,Chigozie,Jummai,Ikechukwu,None,Primary,Civil Servant,Unemployed,"200,000-400,000",3,Involved
adf4e62d6651429e8268690ba43825b5,Fumnanya,Ige,Olusegun,Primary,Secondary,Engineer,Nurse,"Above 600,000",3,Always busy
54c63cd889454f2797fa2d8dfb2ca025,Ejiro,Chinwendu,Olusegun,None,None,Engineer,Civil Servant,"400,000-600,000",6,Slightly involved
e08596db1d8749668710d430f071d879,Olufemi,Asma'u,Adeola,None,Tertiary,Farmer,Unemployed,"200,000-400,000",5,Slightly involved
94a1875d2db64edb82deffccf86c2ca2,Chika,Bamidele,Yalwa,Tertiary,None,Farmer,Unemployed,"200,000-400,000",4,Always busy
09cb394243f54a85bbc9f87af668a617,Ekenedilichukwu,Ife,Otobong,Primary,Secondary,Teacher,Engineer,"200,000-400,000",2,Involved
587ef3446f3f420c98b8e4cc1bc044fc,Ekundayo,Safiya,Ndidi,None,Primary,Engineer,Doctor,"200,000-400,000",3,Always busy
6fb78271504d481f89535b63ba81edd9,Oluwasegun,Kayin,Chika,Secondary,None,Teacher,Engineer,"Above 600,000",6,Involved
1d9af65982ec4f2dbbf6e16f9b3080d5,Okechukwu,Oluwatoyin,Abioye,Primary,Primary,Engineer,Civil Servant,"Below 200,000",6,Very Involved
30a900ad939b462da645f129629c2ae3,Chiemeka,Oluwaseyi,Akpan,None,Secondary,Teacher,Teacher,"Above 600,000",4,Always busy
6fa17735b57243d08b5cea6a41357e8c,Udo,Aisha,Chike,Tertiary,Primary,Engineer,Engineer,"Below 200,000",5,Very Involved
ce777f00ecf24e7685197ff4006ed6e3,Bitrus,Eniola,Adewale,Tertiary,Secondary,Civil Servant,Engineer,"400,000-600,000",5,Slightly involved
f0b5156bb82c4074afd5dea589d7fd6c,Ifeanyi,Ade,Oluwatoyin,Primary,None,Nurse,Nurse,"200,000-400,000",2,Slightly involved
3270e4faabae4f43bcae8081bdf070aa,Ifeanyi,Chijindum,Eniola,None,None,Teacher,Doctor,"Below 200,000",2,Always busy
f2e9702d11e94daaae6981a35d3d9e56,Haruna,Yejide,Ekundayo,Tertiary,None,Unemployed,Civil Servant,"400,000-600,000",6,Always busy
9f871ce754874d4fabb7a385aa0b7b14,Chika,Oyibo,Bello,None,None,Doctor,Engineer,"200,000-400,000",2,Very Involved
1fe771d6d9174793a9d3c2e6505cc686,Chuks,Chijindum,Okorie,Primary,Secondary,Civil Servant,Unemployed,"400,000-600,000",3,Always busy
81d2c7de4ce14b90a6697833b841d0a0,Chigozie,Nnenna,Chuks,Tertiary,Secondary,Civil Servant,Farmer,"400,000-600,000",4,Slightly involved
5380b904688c4015aab97e494f2d4796,Tochukwu,Oluwaseun,Eseoghene,Primary,Secondary,Civil Servant,Doctor,"200,000-400,000",6,Involved
8dedf9fb4bb04f20b27c40266703b636,Adetokunbo,Oluwaseyi,Chidubem,Primary,Tertiary,Civil Servant,Unemployed,"400,000-600,000",2,Slightly involved
aa38d0a16ba24efeb11c6eb62095eef6,Babatunde,Onyekachi,Amadi,None,Tertiary,Doctor,Unemployed,"Below 200,000",3,Involved
bf85bf0ead64456ca10faa3ff0bbac67,Ifeanyi,Chidiebele,Ayotunde,Tertiary,Tertiary,Teacher,Farmer,"400,000-600,000",5,Always busy
91b0e1d99d9242afac8d0e44e71e43a6,Olusegun,Toyin,Folami,None,None,Nurse,Farmer,"200,000-400,000",3,Very Involved
d56f03508c454ce2a7f48ad54d0b0d1a,Chidiebube,Adenike,Hamisu,Secondary,Tertiary,Nurse,Doctor,"Above 600,000",6,Always busy
35ce884149734d6c8dcabfb7001a9a8b,Efemena,Talatu,Ayokunle,Secondary,None,Doctor,Doctor,"400,000-600,000",6,Involved
9b4e2c24947941e689277d9b6e0d2648,Adebowale,Ugochi,Ugochukwu,Secondary,Tertiary,Civil Servant,Teacher,"Below 200,000",6,Involved
7118e36477094749927eecfaa79ac9aa,Balarabe,Kehinde,Oluwasegun,Secondary,Primary,Doctor,Farmer,"200,000-400,000",2,Slightly involved
82dc4c8e36b5429aacf5e81e71316269,Oluwaseun,Olubunmi,Nonso,Secondary,Primary,Unemployed,Engineer,"200,000-400,000",3,Involved
f5b78cc7e6b349448b323e357922bac2,Chinweuba,Nkiru,Olawale,None,Secondary,Teacher,Engineer,"200,000-400,000",6,Very Involved
a8aa71582b704525bc67f831cbc84759,Umar,Hauwa,Itoro,Primary,Primary,Engineer,Trader,"Above 600,000",5,Always busy
a9f2533683f449a988a639d015b52908,Ufuoma,Ogechi,Oluwasegun,Primary,Primary,Farmer,Civil Servant,"200,000-400,000",2,Involved
17e8392a55ce45db9e87e04ca2086977,Muhammadu,Chidiebube,Chikere,None,Tertiary,Doctor,Doctor,"400,000-600,000",4,Always busy
3c20592fc04a46c4b3b63fe1d1843324,Segun,Efe,Haruna,Primary,Secondary,Trader,Teacher,"400,000-600,000",6,Very Involved
ce7ae7f639824cff8f77a665ac3c5640,Ayo,Ebere,Chimezie,Tertiary,None,Unemployed,Farmer,"Below 200,000",5,Very Involved
0bd4a99006404e0fa5b8fd4b32fa2de8,Haruna,Abidemi,Femi,None,Primary,Engineer,Teacher,"Below 200,000",2,Always busy
9c7c737779a24903bbe33b243eae0032,Adebayo,Oluwaseun,Chigozie,Secondary,Secondary,Doctor,Teacher,"Above 600,000",3,Very Involved
7496276412a44ef084bbb7a9d98868dd,Enitan,Ogechukwukamma,Ademola,None,Tertiary,Farmer,Trader,"400,000-600,000",4,Always busy
935f2b0aa1384ddca2d9de5d6a18ce4c,Ayuba,Chizoba,Umar,None,None,Trader,Unemployed,"Above 600,000",2,Involved
624c69b6b24445a7b7e5848131c681ec,Nnamdi,Ekenedilichukwu,Chiemeka,Secondary,Tertiary,Engineer,Teacher,"400,000-600,000",2,Very Involved
25c73c443e7543b4a64fa6637e8f8095,Oluwafemi,Chidinma,Chimezie,None,None,Farmer,Doctor,"Below 200,000",3,Very Involved
e4855aa1016b4287b00805cca7f36ae9,Taiwo,Dada,Chibueze,Tertiary,Primary,Doctor,Trader,"Above 600,000",4,Always busy
e2add909c5214f2d9c45d539c03f3538,Olusola,Akpofure,Adewale,None,Primary,Farmer,Nurse,"Above 600,000",2,Involved
3805f9076cd6419387468f591b494e15,Chijindum,Nnenne,Ejiroghene,Secondary,Secondary,Teacher,Civil Servant,"400,000-600,000",4,Very Involved
b227462cf53d43308dda24ba2d06e8cf,Ige,Omobolanle,Haruna,Primary,Primary,Doctor,Engineer,"Below 200,000",2,Very Involved
8eb225790cdb4ca4b6ecbdd68498e113,Bello,Titilayo,Ayokunle,Tertiary,Primary,Teacher,Nurse,"Above 600,000",4,Very Involved
1f115b76d92c4227aadf50853fcb7546,Olayinka,Chidimma,Olujimi,Primary,Tertiary,Farmer,Unemployed,"Below 200,000",2,Involved
76f2dbfecd29436fa22282e174daaebf,Okorie,Toyin,Ife,Tertiary,Primary,Unemployed,Teacher,"Below 200,000",6,Always busy
8f15ba58fce6450487f8424daae65fc1,Olamilekan,Ogechukwu,Ɗanjuma,Tertiary,Primary,Doctor,Nurse,"Below 200,000",2,Slightly involved
c1581092f3354ba3913a7052986f9025,Ugochukwu,Bose,Abiodun,Secondary,Primary,Civil Servant,Doctor,"400,000-600,000",3,Slightly involved
d0a444329cd64852b14c7df4e4347d51,Ekene,Ifiok,Bukar,None,Tertiary,Nurse,Teacher,"Below 200,000",4,Very Involved
6d3ee1dc81394443a45b712eb8225688,Oghenero,Talatu,Idowu,None,Tertiary,Trader,Civil Servant,"200,000-400,000",5,Involved
722764e68c41461ba827a1b9d4a02e53,Ɗanlami,Adanna,Chi,Primary,Tertiary,Engineer,Trader,"400,000-600,000",2,Involved
dc8aee30be6043f7a8be9288e5af6e39,Taiwo,Zainabu,Adebowale,None,Tertiary,Civil Servant,Trader,"Above 600,000",3,Slightly involved
c074718e425a409fb337c59979844388,Akachi,Chimezie,Olu,Secondary,Primary,Teacher,Unemployed,"200,000-400,000",5,Always busy
46fde062a33d47af9701410d3f4b1a70,Taiwo,Oluwatoyin,Adewale,None,Secondary,Trader,Teacher,"Below 200,000",5,Very Involved
7c0e8cd8857347938715b2b9c40c5d91,Ekene,Uduakobong,Chinwendu,Primary,Tertiary,Farmer,Engineer,"400,000-600,000",4,Slightly involved
709b7d97464c44afbd3f3799a07295e9,Ɗanlami,Ladi,Eseoghene,Tertiary,Secondary,Doctor,Engineer,"Below 200,000",3,Very Involved
3c07c57449254af1b6aae05b13d5f2f7,Ife,Efemena,Ayomide,Primary,Tertiary,Doctor,Teacher,"Above 600,000",2,Involved
e49d681d51d84c6495fa1ab8458f1f19,Ugochukwu,Nwanneka,Chizoba,None,Primary,Teacher,Doctor,"400,000-600,000",4,Involved
269cd696236c4b8794a0bccb8a476a87,Olamide,Omobolanle,Muhammadu,Secondary,None,Unemployed,Trader,"400,000-600,000",3,Very Involved
271e3ee2b1a641f1a20e99d33b33f3d8,Chizoba,Oghenekevwe,Amadi,Primary,Tertiary,Trader,Civil Servant,"Above 600,000",5,Involved
6a34c85410714d51b6c59dacb4d7e28e,Aminu,Ayotunde,Otobong,None,None,Engineer,Nurse,"200,000-400,000",3,Slightly involved
7746d0ba8ae8405b94b4a48268586eba,Muhammadu,Chidiebele,Uduak,Secondary,Tertiary,Doctor,Trader,"200,000-400,000",6,Always busy
d5385b0e34f3493c8ff0a55c6a702e2f,Ejiro,Alheri,Ekenedilichukwu,None,Secondary,Teacher,Unemployed,"400,000-600,000",3,Involved
c51155ffe7a34e81a3b4c08b6b8e869f,Alaba,Opeyemi,Akachi,Primary,Tertiary,Unemployed,Teacher,"400,000-600,000",6,Very Involved
05000bc6b20d4b6eb2311f1795863a76,Amadi,Ogochukwu,Ekenedilichukwu,Primary,Secondary,Teacher,Teacher,"400,000-600,000",5,Very Involved
9360715fc3fe4183a172b725db52ca58,Adekunle,Chisom,Kehinde,None,Primary,Farmer,Civil Servant,"400,000-600,000",4,Slightly involved
f1578470018247c4ba1b58066160a6b4,Tochukwu,Chinwe,Nonso,Primary,Tertiary,Farmer,Engineer,"200,000-400,000",6,Slightly involved
63d62a39c0e34efd8c71e0fe5a0cdd7c,Adetokunbo,Adetokunbo,Oluwaseyi,Secondary,Primary,Civil Servant,Farmer,"Below 200,000",2,Always busy
d5f25073f41442b1a4429ebbda7b9095,Chijioke,Bukola,Okechukwu,None,Secondary,Civil Servant,Teacher,"200,000-400,000",3,Slightly involved
bc10fa52bf5d4fdf89c8d2ab6b44fa8d,Oghenero,Rakiya,Chibuzo,None,None,Engineer,Unemployed,"400,000-600,000",6,Always busy
e5d6f6e69a6e42f58cc429038bcf53a1,Adewale,Chidiebele,Obinna,Tertiary,Primary,Nurse,Civil Servant,"Below 200,000",2,Always busy
45df16b6382c443fbcfc9b793875394c,Babatunde,Abeni,Chima,None,Tertiary,Trader,Unemployed,"Above 600,000",5,Very Involved
638c254c076e4bbabc5308bf6f92f25e,Chukwudi,Fumnanya,Fumnanya,Primary,Secondary,Civil Servant,Nurse,"Above 600,000",3,Slightly involved
cc530e36addc4e13ab3b4d37560c95ee,Ige,Uche,Itoro,Primary,Primary,Doctor,Unemployed,"400,000-600,000",5,Always busy
d72b61082a404f12b963f37f67814c1f,Opeyemi,Jummai,Babajide,Primary,Tertiary,Engineer,Unemployed,"400,000-600,000",6,Always busy
fb10987f20ac4703ab67146a77a6e17c,Chikelu,Chichi,Ikenna,Secondary,Secondary,Teacher,Unemployed,"Above 600,000",3,Slightly involved
e82c7d7b06e745f988bc539c9f4c3b79,Chidiebube,Obi,Aminu,Tertiary,Primary,Civil Servant,Nurse,"400,000-600,000",6,Very Involved
a9ba5a27907b4e36978648f864de82e6,Muhammadu,Ejiro,Chidiebele,Primary,None,Farmer,Unemployed,"200,000-400,000",4,Very Involved
6db99102a48b4dbe957d94a106f028ff,Ekenedilichukwu,Nkechi,Adebowale,Primary,Secondary,Teacher,Trader,"400,000-600,000",2,Involved
2e85cb2176314e9d9de9f86322bd3388,Shehu,Hafsat,Chika,Tertiary,Tertiary,Doctor,Unemployed,"400,000-600,000",4,Slightly involved
53cd6268610c437382999aa40cdf742b,Chiemeka,Ngozi,Ademola,Tertiary,Secondary,Civil Servant,Engineer,"400,000-600,000",5,Slightly involved
56666f9f53ac4ab9b4672cd9362f5e5c,Uduakobong,Toyin,Mamman,None,Primary,Civil Servant,Unemployed,"200,000-400,000",4,Always busy
473bd358610e4a64a1301617c2dff335,Olusola,Yetunde,Adisa,None,Primary,Civil Servant,Civil Servant,"Above 600,000",4,Slightly involved
6bebac31d4f84d72b3821cfdc083b73a,Ɗanlami,Bosede,Akpofure,Secondary,Primary,Trader,Farmer,"Below 200,000",3,Involved
7866076514f74e8d95bcb8d04094dded,Chikere,Omobolanle,Oluwafemi,Tertiary,None,Unemployed,Unemployed,"200,000-400,000",6,Involved
0d557b618a174dfebfc00dc804f64d86,Ikechukwu,Taiwo,Chika,Secondary,Primary,Nurse,Teacher,"400,000-600,000",4,Very Involved
39669fa759974043b3b1025bfff9f585,Uzochi,Kelechi,Chibuike,Tertiary,Secondary,Doctor,Trader,"Above 600,000",4,Very Involved
f510ab53c7fe439f9190f938a66fd7f7,Chi,Obi,Ɗanladi,None,None,Doctor,Nurse,"Below 200,000",6,Always busy
07f194f9c1154d6d8a4e5b70a6d964a3,Ayuba,Bamidele,Chinwendu,Secondary,None,Teacher,Doctor,"Above 600,000",3,Involved
d6d7b3b833094d35bf4df561f319c125,Chimezie,Kehinde,Onyeka,Tertiary,Tertiary,Trader,Engineer,"400,000-600,000",5,Slightly involved
3d1148022702478b9f0fda8d05379ff6,Okeke,Adisa,Obinna,Secondary,None,Nurse,Doctor,"Below 200,000",3,Involved
1d48a071ab6147b1b93b4c3220500494,Uzochi,Adannaya,Chukwudi,None,Secondary,Unemployed,Farmer,"Below 200,000",3,Very Involved
770c779837cc463bb2a0345990604f62,Adedayo,Hafsatu,Chidiebele,Tertiary,Secondary,Teacher,Doctor,"200,000-400,000",5,Very Involved
5e6fea07c4534f1d81992fdfb31022f0,Eniola,Chima,Amadi,None,Secondary,Teacher,Civil Servant,"200,000-400,000",5,Very Involved
f6b751f79b7442459b1bc8952af43ab7,Hamisu,Omobolanle,Tunde,Tertiary,Secondary,Unemployed,Teacher,"400,000-600,000",3,Slightly involved
c71d5e601d5246abb7e6427cbf780e3f,Adedayo,Opeyemi,Emem,Tertiary,Secondary,Teacher,Unemployed,"400,000-600,000",6,Slightly involved
4fa03f26f6f740cca9ec8e49d1bdb8c0,Oluwaseun,Ayomide,Ige,Primary,Secondary,Nurse,Farmer,"Below 200,000",3,Always busy
edcb8cb606924c639424aed51bac5c15,Aliyu,Chikelu,Amadi,Secondary,Primary,Trader,Unemployed,"400,000-600,000",3,Always busy
e87466d7ad6641bd93676a024fdc6e1b,Onyebuchi,Adebowale,Chibuzo,None,Tertiary,Trader,Unemployed,"400,000-600,000",4,Slightly involved
f1043785658b4523a0141de9f54ad0a2,Okafor,Oluwaseun,Okoro,Tertiary,Secondary,Nurse,Unemployed,"Above 600,000",2,Very Involved
9793b9b413744146b2c5bd89b70b3420,Ibrahim,Oghenekevwe,Bamidele,Tertiary,Tertiary,Nurse,Trader,"400,000-600,000",4,Very Involved
3e2b6091a092452a94a057a7b0cc1b3b,Ogochukwu,Adisa,Oluwaseun,None,Secondary,Civil Servant,Trader,"Above 600,000",5,Very Involved
