Student_ID,Class_ID,First_Name,Family_Name,Gender,Date_of_Birth,State of Origin,engagement_in_class,health_condition,Class Spec
506e5a9ab758488dab73295b344a54b8,SS1 Class A,Alaba,Amadi,Male,2008-08-11,Gombe,Active,None,Science
21813d25655248a683ff50113d1a85dd,SS2 Class B,Adebayo,Folami,Female,2008-09-13,Kebbi,Unactive,None,Art
750cab754ccc4bc2a53f8a28abf3e3fc,SS2 Class C,Chiemeka,Ayuba,Female,2010-02-11,Taraba,Unactive,None,Art
ef8c485bc07a40f2add4253b50f0fd0a,SS3 Class B,Adebayo,Oluwaseun,Male,2006-11-17,Kano,Active,None,Science
9f044aed7552432782627f7312922f83,SS2 Class B,Musa,Emeka,Male,2006-12-24,Jigawa,Highly active,None,Art
19985f15ff004d4d902059e4ff9ab5c2,SS1 Class B,Olawale,Efemena,Male,2009-11-14,Delta,Active,None,Science
8181a8cc369147eb89a2688b12c136e0,SS2 Class E,Chukwuemeka,Uzoma,Female,2008-04-03,FCT,Highly active,None,Art
5958a499eeea463ea1e8ac6843e42caf,SS1 Class B,Chinweike,Kelechi,Female,2009-03-03,Abia,Active,Asthma,Science
3e896c64e1174ac3919c4ea3e1805081,SS3 Class E,Adebowale,Akpofure,Female,2008-11-26,Yobe,Troublesome,Dyslexia,Science
702cdd20286248b888f4ef125e9953d2,SS2 Class F,Olamide,Azubuike,Female,2009-03-03,Bauchi,Unactive,None,Science
4d71c366b41b41438b10550cd5704f32,SS2 Class F,Segun,Ayodele,Male,2007-10-29,Benue,Highly active,None,Science
ce9e1a11fcbb4e59bbddcf7c9c96e9ec,SS2 Class E,Idowu,Bitrus,Male,2008-02-20,Abia,Slightly active,None,Art
aaf91531020041f08768a84fa76afde6,SS1 Class E,Ɗanjuma,Chukwuma,Male,2007-11-08,Katsina,Active,None,Art
ee87905e4ca445ea8dfa6a56d12dbc9a,SS1 Class C,Onyeka,Chikelu,Male,2009-01-01,Edo,Troublesome,Dyslexia,Science
e0ccedc5f05d476e9a84a51aa9d3d7c7,SS3 Class D,Oghenekevwe,Olumide,Female,2010-07-27,Katsina,Highly active,None,Art
e3c436571d8c4bac83b409ef2260e70f,SS2 Class D,Enitan,Rabiu,Female,2009-03-22,Oyo,Active,None,Science
27cb6f2a8da04097be0f051b1b66b5a9,SS2 Class B,Lekan,Chibuike,Female,2007-04-30,Yobe,Active,None,Science
35ebd32d9ad640ab88212ddb45b89cd9,SS3 Class A,Ekwueme,Alhaji,Female,2009-12-03,Ekiti,Unactive,Dyslexia,Science
afffcfd2341e440b97c700aab7b56ea7,SS3 Class E,Yalwa,Uduak,Female,2008-05-19,Kwara,Unactive,None,Science
81627cf1439442e69a587e8aa25d6b29,SS1 Class D,Bukar,Idowu,Male,2008-01-04,Ekiti,Active,Asthma,Art
e87d1c78e7c441c780497b717d106c60,SS3 Class F,Afolabi,Ndubuisi,Male,2009-11-07,Kaduna,Troublesome,None,Art
a260772317a04f498d01280fd89a40c0,SS1 Class B,Jatau,Chiemeka,Male,2010-08-16,Plateau,Troublesome,Dyslexia,Art
0b49452d46d443f39450281c6c6f7633,SS1 Class E,Babatunde,Lekan,Male,2009-09-18,Imo,Highly active,None,Science
217d65a0c56841cd9563f61600e85ece,SS1 Class B,Abidemi,Ekenedilichukwu,Female,2009-04-14,Ekiti,Troublesome,None,Science
295d6fbf430f401dbad409e2a319dcb4,SS1 Class C,Okechukwu,Ese,Female,2009-02-26,Rivers,Troublesome,None,Art
b4a69f3c8d3a4d99b11c21c9bdc14f1f,SS1 Class C,Chibueze,Ekenedilichukwu,Male,2009-02-26,Ogun,Active,None,Art
1ca3c448027946a68f9797b06d7ce3c9,SS1 Class D,Ahmadu,Olawale,Male,2007-06-06,Katsina,Active,None,Art
b0e6a969e21342b0b1eedba313432e61,SS1 Class A,Adebowale,Chikere,Female,2010-07-21,Oyo,Highly active,None,Science
093923de8bab4e3ba6286bfbe767dcea,SS1 Class C,Kelechi,Chukwuemeka,Female,2008-08-30,Yobe,Highly active,None,Science
8d7248e2951f48d09e84f058d5a804eb,SS2 Class E,Chidubem,Shehu,Male,2008-08-26,Plateau,Slightly active,None,Art
0ab54bde20a04502ae06809725e97977,SS1 Class A,Ayo,Olawale,Female,2007-01-06,Imo,Slightly active,Dyslexia,Art
eededb07e62346899d59cd2a4eea04e7,SS1 Class B,Okorie,Chukwuma,Female,2008-03-03,Kaduna,Troublesome,None,Science
0a368ce7dc574131b8e1daa7cbceabde,SS3 Class A,Onyeka,Oyibo,Female,2006-11-26,Lagos,Unactive,None,Science
ae9bec3635c7436c9b9962c6e61fecc0,SS3 Class E,Kelechi,Adegoke,Male,2010-04-17,Taraba,Highly active,Dyslexia,Science
5a8aaeca1a504ec3aabc25fa3fe12e47,SS2 Class C,Aminu,Akachi,Female,2010-08-22,Oyo,Active,None,Science
dfed2c43e25646dc8f5486b7c7b5b2bc,SS2 Class A,Adeola,Ejiroghene,Male,2008-10-12,Plateau,Active,None,Art
bfddc3d99ee34c2ab94d62046808593f,SS1 Class C,Ibrahim,Okoro,Female,2009-03-06,Imo,Troublesome,Dyslexia,Science
3c9ad14cee0c4eb5acfedb992790cebd,SS3 Class E,Chi,Chibueze,Male,2007-11-23,Ekiti,Active,None,Art
ccc56569f9e84369a999b735dd56cc94,SS3 Class B,Jatau,Bamidele,Male,2010-07-28,Sokoto,Active,Dyslexia,Science
698c206fe1a44e10ad534dd0cf8ebc5a,SS1 Class B,Chinweuba,Chidiegwu,Male,2010-08-22,Ondo,Active,None,Science
ecab3301bc8f4d29adea94930658663a,SS1 Class A,Alaba,Uchenna,Female,2009-11-24,Osun,Slightly active,Dyslexia,Art
696608aaee494329884a7b28550a1b46,SS2 Class C,Bukar,Chibuike,Male,2009-11-07,Delta,Active,Dyslexia,Art
bc2cbb0ddd334cc7ab7f089acd5f4822,SS1 Class C,Chibuike,Uzochi,Female,2008-01-23,Adamawa,Troublesome,None,Art
28c13091444d410bbf87e362cf8d446a,SS1 Class A,Uchenna,Chike,Female,2009-06-21,Bayelsa,Unactive,Ulcer,Science
61ee411a1bac47a7b386f7a4c991603f,SS2 Class C,Bukar,Efe,Male,2009-01-25,Ogun,Slightly active,None,Art
787f2425dbcc447789e9db0adf465290,SS1 Class A,Chinweike,Efe,Female,2007-08-01,Kaduna,Unactive,Ulcer,Art
eb1fa9f2d10b41d0b317347038f16a81,SS2 Class B,Olumide,Akuchi,Female,2007-03-12,Lagos,Troublesome,Asthma,Science
d20eac174e204d1a998336e375d66ed4,SS2 Class E,Alaba,Obi,Male,2008-05-25,Kano,Active,Dyslexia,Art
391184973a4342ba9f0f06cbcb9bc326,SS3 Class F,Otobong,Olamide,Male,2010-08-30,Jigawa,Unactive,Dyslexia,Science
6601ddd031704437a8f7ef5a060edf5b,SS2 Class F,Ejiroghene,Oni,Male,2009-02-07,Kogi,Highly active,None,Art
11c58ef0dd464c09875287aa5408f9ac,SS3 Class D,Ogochukwu,Ekenedilichukwu,Female,2009-02-09,Ekiti,Unactive,None,Art
59e4b67147744c5885f8bc16f7860b50,SS3 Class C,Kehinde,Azubuike,Male,2007-05-16,Abia,Unactive,None,Science
adf4e62d6651429e8268690ba43825b5,SS2 Class C,Olalekan,Olufemi,Female,2007-06-11,Kogi,Active,None,Art
54c63cd889454f2797fa2d8dfb2ca025,SS1 Class C,Ayo,Olanrewaju,Male,2007-02-28,Kebbi,Active,None,Art
e08596db1d8749668710d430f071d879,SS3 Class F,Salisu,Chima,Female,2010-09-15,Cross River,Slightly active,None,Art
94a1875d2db64edb82deffccf86c2ca2,SS3 Class C,Adebayo,Adewale,Male,2009-09-17,Ebonyi,Unactive,None,Science
09cb394243f54a85bbc9f87af668a617,SS1 Class A,Musa,Chidiegwu,Female,2010-05-16,Ogun,Highly active,None,Art
587ef3446f3f420c98b8e4cc1bc044fc,SS2 Class A,Chibuike,Yaƙubu,Male,2008-08-22,Bayelsa,Active,None,Art
6fb78271504d481f89535b63ba81edd9,SS3 Class D,Adedayo,Ese,Male,2009-10-25,Ekiti,Highly active,None,Science
1d9af65982ec4f2dbbf6e16f9b3080d5,SS3 Class E,Aminu,Bitrus,Male,2008-09-25,Cross River,Slightly active,None,Science
30a900ad939b462da645f129629c2ae3,SS3 Class C,Okafor,Ade,Male,2010-02-13,Ebonyi,Highly active,Dyslexia,Art
6fa17735b57243d08b5cea6a41357e8c,SS1 Class A,Uzochi,Emeka,Male,2006-11-04,Plateau,Highly active,None,Art
ce777f00ecf24e7685197ff4006ed6e3,SS1 Class C,Chidubem,Enyinnaya,Male,2008-08-20,Sokoto,Highly active,None,Science
f0b5156bb82c4074afd5dea589d7fd6c,SS3 Class B,Ogochukwu,Ese,Male,2009-03-04,Enugu,Active,None,Art
3270e4faabae4f43bcae8081bdf070aa,SS2 Class E,Lekan,Uduakobong,Male,2008-06-06,Delta,Unactive,None,Art
f2e9702d11e94daaae6981a35d3d9e56,SS2 Class B,Lawali,Onyekachi,Female,2010-06-26,Katsina,Unactive,None,Art
9f871ce754874d4fabb7a385aa0b7b14,SS2 Class E,Ayodele,Itoro,Female,2009-12-03,Imo,Troublesome,None,Art
1fe771d6d9174793a9d3c2e6505cc686,SS1 Class D,Chika,Kayode,Female,2009-11-16,Borno,Slightly active,None,Science
81d2c7de4ce14b90a6697833b841d0a0,SS3 Class C,Femi,Femi,Female,2010-08-07,Niger,Troublesome,None,Science
5380b904688c4015aab97e494f2d4796,SS2 Class E,Chizoba,Chidiebele,Female,2010-04-11,Ogun,Highly active,None,Science
8dedf9fb4bb04f20b27c40266703b636,SS2 Class E,Lawal,Olumide,Female,2007-03-29,Taraba,Troublesome,Dyslexia,Science
aa38d0a16ba24efeb11c6eb62095eef6,SS1 Class C,Hamisu,Onyebuchi,Male,2008-06-20,Osun,Highly active,None,Science
bf85bf0ead64456ca10faa3ff0bbac67,SS2 Class C,Sani,Ugochukwu,Female,2008-10-16,Rivers,Active,None,Science
91b0e1d99d9242afac8d0e44e71e43a6,SS1 Class A,Umar,Olamilekan,Female,2006-10-25,Ondo,Slightly active,None,Science
d56f03508c454ce2a7f48ad54d0b0d1a,SS3 Class A,Adegoke,Adebowale,Male,2010-03-08,Kaduna,Highly active,Dyslexia,Science
35ce884149734d6c8dcabfb7001a9a8b,SS1 Class D,Adetokunbo,Chidiebele,Female,2007-07-30,Niger,Highly active,Dyslexia,Art
9b4e2c24947941e689277d9b6e0d2648,SS3 Class D,Bukar,Uzoma,Male,2010-01-19,Gombe,Active,None,Art
7118e36477094749927eecfaa79ac9aa,SS3 Class B,Ayomide,Abimbola,Female,2007-07-20,Cross River,Unactive,Dyslexia,Art
82dc4c8e36b5429aacf5e81e71316269,SS2 Class A,Ifiok,Chinweuba,Female,2009-02-26,Ondo,Active,Asthma,Art
f5b78cc7e6b349448b323e357922bac2,SS3 Class A,Ekwueme,Itoro,Male,2008-12-19,Jigawa,Slightly active,None,Art
a8aa71582b704525bc67f831cbc84759,SS3 Class A,Chinonso,Onyekachi,Female,2008-08-09,Benue,Slightly active,Asthma,Science
a9f2533683f449a988a639d015b52908,SS3 Class C,Afolabi,Abiodun,Female,2008-02-11,Kwara,Troublesome,Dyslexia,Art
17e8392a55ce45db9e87e04ca2086977,SS3 Class E,Obinna,Ikenna,Female,2009-02-27,Niger,Slightly active,None,Science
3c20592fc04a46c4b3b63fe1d1843324,SS3 Class A,Lawal,Ahmadu,Male,2009-02-15,Kogi,Highly active,None,Art
ce7ae7f639824cff8f77a665ac3c5640,SS2 Class A,Ejiro,Afolabi,Male,2010-03-12,FCT,Unactive,None,Science
0bd4a99006404e0fa5b8fd4b32fa2de8,SS2 Class B,Abimbola,Olamilekan,Male,2007-10-12,Niger,Active,None,Art
9c7c737779a24903bbe33b243eae0032,SS2 Class B,Kehinde,Itoro,Male,2009-12-22,Nasarawa,Troublesome,None,Science
7496276412a44ef084bbb7a9d98868dd,SS3 Class C,Abiola,Enyinnaya,Female,2008-04-07,Kano,Active,None,Art
935f2b0aa1384ddca2d9de5d6a18ce4c,SS2 Class E,Adeola,Idowu,Female,2009-05-16,Imo,Unactive,None,Science
624c69b6b24445a7b7e5848131c681ec,SS3 Class E,Adebola,Okonkwo,Female,2006-11-23,Nasarawa,Highly active,None,Science
25c73c443e7543b4a64fa6637e8f8095,SS2 Class E,Ayokunle,Jatau,Female,2010-01-30,Kaduna,Slightly active,None,Science
e4855aa1016b4287b00805cca7f36ae9,SS3 Class C,Abioye,Mamman,Female,2010-04-18,Gombe,Highly active,Ulcer,Art
e2add909c5214f2d9c45d539c03f3538,SS1 Class D,Balarabe,Lawal,Female,2009-06-04,Jigawa,Troublesome,None,Art
3805f9076cd6419387468f591b494e15,SS2 Class D,Obinna,Chidiegwu,Male,2009-07-14,Rivers,Unactive,None,Science
b227462cf53d43308dda24ba2d06e8cf,SS1 Class E,Yaƙubu,Chinwendu,Female,2007-06-26,Ondo,Troublesome,None,Art
8eb225790cdb4ca4b6ecbdd68498e113,SS3 Class A,Lawal,Ejiroghene,Female,2010-05-30,Kaduna,Slightly active,None,Science
1f115b76d92c4227aadf50853fcb7546,SS1 Class A,Chidiebube,Afolabi,Male,2007-04-13,Sokoto,Active,None,Art
76f2dbfecd29436fa22282e174daaebf,SS2 Class F,Chijindum,Obinna,Female,2006-12-19,Abia,Unactive,None,Science
8f15ba58fce6450487f8424daae65fc1,SS3 Class B,Chika,Chibuike,Female,2007-08-27,Benue,Slightly active,None,Science
c1581092f3354ba3913a7052986f9025,SS1 Class D,Abubakar,Adegoke,Female,2009-10-03,Yobe,Active,Ulcer,Art
d0a444329cd64852b14c7df4e4347d51,SS3 Class A,Ahmadu,Musa,Female,2006-11-29,Zamfara,Troublesome,None,Art
6d3ee1dc81394443a45b712eb8225688,SS3 Class B,Chijindum,Kayode,Female,2009-12-14,Niger,Active,None,Art
722764e68c41461ba827a1b9d4a02e53,SS2 Class C,Salisu,Umukoro,Male,2007-08-03,Ogun,Active,None,Science
dc8aee30be6043f7a8be9288e5af6e39,SS3 Class C,Ikenna,Chinweike,Male,2007-02-02,Gombe,Highly active,None,Art
c074718e425a409fb337c59979844388,SS2 Class F,Tunde,Lawali,Female,2009-08-10,Osun,Slightly active,None,Art
46fde062a33d47af9701410d3f4b1a70,SS1 Class D,Lekan,Kayode,Male,2009-11-05,Kaduna,Highly active,None,Art
7c0e8cd8857347938715b2b9c40c5d91,SS3 Class A,Ogochukwu,Olujimi,Male,2009-02-09,Plateau,Unactive,Dyslexia,Science
709b7d97464c44afbd3f3799a07295e9,SS1 Class F,Oluwaseyi,Fumnanya,Female,2006-12-10,Ogun,Troublesome,Asthma,Science
3c07c57449254af1b6aae05b13d5f2f7,SS3 Class A,Adewale,Temitope,Male,2009-05-09,Ondo,Highly active,None,Science
e49d681d51d84c6495fa1ab8458f1f19,SS3 Class D,Haruna,Usman,Male,2010-06-03,Bayelsa,Troublesome,None,Art
269cd696236c4b8794a0bccb8a476a87,SS2 Class D,Ugochukwu,Chigozie,Male,2007-12-24,Lagos,Unactive,Dyslexia,Science
271e3ee2b1a641f1a20e99d33b33f3d8,SS2 Class B,Abioye,Chike,Female,2009-11-25,Ekiti,Highly active,None,Art
6a34c85410714d51b6c59dacb4d7e28e,SS3 Class D,Eseoghene,Emem,Male,2010-08-22,Imo,Unactive,None,Science
7746d0ba8ae8405b94b4a48268586eba,SS2 Class A,Chinedu,Chibuike,Female,2009-10-26,Kebbi,Active,Ulcer,Art
d5385b0e34f3493c8ff0a55c6a702e2f,SS3 Class A,Musa,Mamman,Female,2008-04-03,Abia,Troublesome,None,Art
c51155ffe7a34e81a3b4c08b6b8e869f,SS1 Class B,Abubakar,Chibuzo,Male,2007-05-31,Kano,Troublesome,None,Art
05000bc6b20d4b6eb2311f1795863a76,SS3 Class A,Olawale,Obinna,Male,2010-10-11,Imo,Troublesome,None,Art
9360715fc3fe4183a172b725db52ca58,SS1 Class B,Uduakobong,Oghenekaro,Female,2010-06-16,Anambra,Slightly active,Sickle Cell,Science
f1578470018247c4ba1b58066160a6b4,SS2 Class E,Abiola,Uzochi,Male,2007-05-15,Kwara,Highly active,None,Science
63d62a39c0e34efd8c71e0fe5a0cdd7c,SS2 Class A,Chinwendu,Abdullahi,Female,2008-10-02,Zamfara,Unactive,Asthma,Science
d5f25073f41442b1a4429ebbda7b9095,SS1 Class A,Chidi,Balarabe,Male,2007-02-09,Sokoto,Troublesome,None,Science
bc10fa52bf5d4fdf89c8d2ab6b44fa8d,SS1 Class A,Kelechi,Emeka,Male,2007-07-29,Gombe,Slightly active,Asthma,Art
e5d6f6e69a6e42f58cc429038bcf53a1,SS2 Class C,Oghenero,Oyibo,Male,2006-12-16,Adamawa,Highly active,None,Art
45df16b6382c443fbcfc9b793875394c,SS2 Class B,Haruna,Alaba,Female,2010-06-06,Nasarawa,Troublesome,None,Science
638c254c076e4bbabc5308bf6f92f25e,SS1 Class A,Uduak,Ahmadu,Female,2008-06-17,Akwa Ibom,Slightly active,None,Science
cc530e36addc4e13ab3b4d37560c95ee,SS3 Class F,Adedayo,Oyibo,Female,2009-05-18,Katsina,Slightly active,Dyslexia,Art
d72b61082a404f12b963f37f67814c1f,SS3 Class D,Adekunle,Ife,Male,2009-03-31,Oyo,Highly active,None,Art
fb10987f20ac4703ab67146a77a6e17c,SS3 Class F,Tochukwu,Aminu,Female,2008-07-06,Oyo,Unactive,None,Art
e82c7d7b06e745f988bc539c9f4c3b79,SS2 Class C,Olumide,Alhaji,Male,2008-04-29,Akwa Ibom,Troublesome,None,Science
a9ba5a27907b4e36978648f864de82e6,SS1 Class B,Idowu,Oluwatoyin,Male,2009-01-22,Sokoto,Highly active,None,Art
6db99102a48b4dbe957d94a106f028ff,SS2 Class B,Uchenna,Udo,Male,2010-05-30,Kogi,Highly active,Dyslexia,Art
2e85cb2176314e9d9de9f86322bd3388,SS3 Class C,Abidemi,Haruna,Female,2008-08-15,Kebbi,Active,None,Science
53cd6268610c437382999aa40cdf742b,SS2 Class A,Ademola,Fumnanya,Male,2007-11-01,Gombe,Troublesome,None,Art
56666f9f53ac4ab9b4672cd9362f5e5c,SS2 Class D,Enitan,Okechukwu,Female,2008-03-30,Niger,Slightly active,None,Art
473bd358610e4a64a1301617c2dff335,SS3 Class D,Adeola,Chibueze,Male,2009-05-17,Katsina,Highly active,Sickle Cell,Science
6bebac31d4f84d72b3821cfdc083b73a,SS2 Class F,Chidiebere,Inyene,Male,2007-01-21,Ogun,Troublesome,None,Art
7866076514f74e8d95bcb8d04094dded,SS3 Class C,Umukoro,Kayode,Male,2010-06-25,Ondo,Troublesome,None,Science
0d557b618a174dfebfc00dc804f64d86,SS1 Class E,Olujimi,Oghenekevwe,Female,2008-01-13,Gombe,Unactive,None,Science
39669fa759974043b3b1025bfff9f585,SS3 Class E,Chinonso,Adeola,Male,2009-08-19,Yobe,Troublesome,Dyslexia,Art
f510ab53c7fe439f9190f938a66fd7f7,SS3 Class B,Adetokunbo,Dayo,Male,2007-08-29,Oyo,Active,None,Art
07f194f9c1154d6d8a4e5b70a6d964a3,SS3 Class B,Chinweuba,Uchenna,Female,2007-04-03,Yobe,Active,None,Science
d6d7b3b833094d35bf4df561f319c125,SS3 Class C,Usman,Olalekan,Male,2009-02-18,Oyo,Slightly active,Dyslexia,Science
3d1148022702478b9f0fda8d05379ff6,SS2 Class A,Kelechi,Ekundayo,Male,2008-10-24,Kwara,Unactive,Ulcer,Art
1d48a071ab6147b1b93b4c3220500494,SS2 Class F,Lekan,Dada,Male,2008-03-03,Sokoto,Highly active,None,Art
770c779837cc463bb2a0345990604f62,SS2 Class C,Babajide,Ikenna,Female,2007-04-15,Kogi,Highly active,None,Art
5e6fea07c4534f1d81992fdfb31022f0,SS1 Class F,Olukayode,Chuks,Female,2008-07-02,Plateau,Active,None,Art
f6b751f79b7442459b1bc8952af43ab7,SS1 Class A,Olamide,Babatunde,Male,2010-04-21,Yobe,Highly active,Dyslexia,Art
c71d5e601d5246abb7e6427cbf780e3f,SS1 Class F,Ayuba,Uduakobong,Male,2009-01-03,Akwa Ibom,Active,None,Art
4fa03f26f6f740cca9ec8e49d1bdb8c0,SS3 Class C,Chukwuma,Bello,Male,2009-11-12,Plateau,Slightly active,Dyslexia,Art
edcb8cb606924c639424aed51bac5c15,SS2 Class D,Ikechukwu,Abiola,Male,2007-06-12,Katsina,Highly active,None,Science
e87466d7ad6641bd93676a024fdc6e1b,SS2 Class F,Afolabi,Sani,Female,2010-01-04,Bayelsa,Slightly active,Dyslexia,Art
f1043785658b4523a0141de9f54ad0a2,SS1 Class A,Ifeanyichukwu,Chinwendu,Female,2008-08-10,Jigawa,Slightly active,None,Art
9793b9b413744146b2c5bd89b70b3420,SS2 Class F,Abimbola,Lawali,Female,2008-07-05,Ondo,Slightly active,None,Art
3e2b6091a092452a94a057a7b0cc1b3b,SS2 Class F,Ime,Obinna,Female,2007-04-23,Sokoto,Active,None,Science
4d3485c5c5c14eb4b27b3d901a16342c,SS1 Class F,Okorie,Eseoghene,Female,2010-06-04,Kogi,Troublesome,None,Science
ce3714af99b44350af2b99b4d9acd158,SS2 Class C,Iniobong,Rabiu,Male,2009-04-06,Sokoto,Unactive,None,Art
90e0f4a0fbdd49338bd58bf61efd76e9,SS3 Class D,Mamman,Sani,Female,2009-02-10,Taraba,Highly active,Dyslexia,Science
8861fe1858e248888a8381bec85aca46,SS3 Class B,Otobong,Babatunde,Female,2008-05-08,Edo,Active,None,Science
11a726095edd4bbfa95976636daa2e68,SS3 Class D,Bukar,Chigozie,Male,2008-01-19,Kogi,Unactive,None,Art
033d2bce575a4d2ca5c5650c8186a576,SS2 Class F,Rabiu,Adebowale,Male,2010-05-04,Kaduna,Unactive,None,Art
7d7ddbedd284476cab88f83dd97dc9cd,SS3 Class E,Ekene,Okechukwu,Female,2010-06-04,Delta,Slightly active,None,Science
5cb85aedf5f64c97aefb63b11b049863,SS3 Class C,Adeola,Opeyemi,Female,2008-08-23,Rivers,Active,None,Science
75b17a55d4264982a43e4288a2b5b498,SS3 Class E,Ayokunle,Abdullahi,Female,2008-03-13,Kwara,Troublesome,None,Art
2d174fc96f7c45eaa72a6d8eb5122df8,SS3 Class E,Ikenna,Adebowale,Female,2008-05-04,Katsina,Unactive,None,Science
a6846099f7294951859131d2bbda0242,SS2 Class A,Oluwaseyi,Chuks,Male,2008-05-13,Edo,Unactive,None,Art
eb6c1016cee644d09dac6e8345241ea6,SS1 Class B,Nnamdi,Balarabe,Female,2010-09-21,Akwa Ibom,Slightly active,None,Science
7701f7bb7bc64e1f864ee6e389c5b31a,SS1 Class A,Oluwaseun,Olu,Female,2009-03-02,Ondo,Highly active,None,Science
97ac6aa8bb2448a3936357b66f81cf4f,SS3 Class D,Yaƙubu,Akuchi,Male,2010-01-08,Kogi,Troublesome,None,Science
3ed8c56cda094fa092828d8044b591f7,SS1 Class F,Chinwendu,Oluwaseyi,Female,2009-07-20,Kano,Troublesome,None,Art
4767d76c162f4a24af43613cd4aac9a3,SS2 Class B,Rabiu,Nnamdi,Female,2009-05-22,Kwara,Slightly active,None,Art
c01f36bf3e6d458bb367c28de1b294de,SS1 Class E,Umaru,Muhammadu,Male,2009-03-02,Oyo,Slightly active,None,Science
ab0e664e9c3e42d591e1aa9676f72255,SS1 Class F,Chibuike,Shehu,Male,2007-09-30,Bayelsa,Active,None,Art
7e8adee707584201961e16d16105716b,SS1 Class D,Jatau,Uzoma,Female,2010-03-08,Kwara,Active,None,Art
