Student_ID,Fathers Name,Mothers Name,Family Name,Father_Education,Mother_Education,Father_Occupation,Mother_Occupation,Annual_Household_Income(NGN),Household_Size,Involvement_in_Kids_Education
8181a8cc369147eb89a2688b12c136e0,Abimbola,Chidiebere,Olusegun,Primary,None,Teacher,Unemployed,"Below 200,000",6,Very Involved
5958a499eeea463ea1e8ac6843e42caf,Olumide,Ladi,Rabiu,Primary,None,Farmer,Engineer,"Below 200,000",6,Slightly involved
3e896c64e1174ac3919c4ea3e1805081,Adebayo,Abiola,Ekenedilichukwu,None,Secondary,Nurse,Nurse,"Below 200,000",6,Involved
702cdd20286248b888f4ef125e9953d2,Ese,Efe,Chukwudi,None,None,Doctor,Trader,"200,000-400,000",3,Involved
4d71c366b41b41438b10550cd5704f32,Ime,Uche,Ejiroghene,Tertiary,None,Engineer,Engineer,"Above 600,000",3,Always busy
ce9e1a11fcbb4e59bbddcf7c9c96e9ec,Akpan,Adebola,Toyin,Tertiary,Primary,Civil Servant,Civil Servant,"400,000-600,000",5,Involved
aaf91531020041f08768a84fa76afde6,Olamide,Ebele,Olufemi,Secondary,None,Trader,Teacher,"Below 200,000",3,Slightly involved
ee87905e4ca445ea8dfa6a56d12dbc9a,Rabiu,Chioma,Ime,Tertiary,Primary,Civil Servant,Unemployed,"200,000-400,000",5,Always busy
e0ccedc5f05d476e9a84a51aa9d3d7c7,Uzoma,Titilayo,Olanrewaju,Secondary,Primary,Unemployed,Doctor,"Above 600,000",3,Always busy
e3c436571d8c4bac83b409ef2260e70f,Tochukwu,Amaka,Olamide,None,Primary,Farmer,Farmer,"Below 200,000",5,Very Involved
27cb6f2a8da04097be0f051b1b66b5a9,Ugochukwu,Itoro,Ogochukwu,None,Tertiary,Engineer,Nurse,"Above 600,000",5,Very Involved
35ebd32d9ad640ab88212ddb45b89cd9,Obinna,Itoro,Chidiebere,Secondary,Secondary,Engineer,Farmer,"400,000-600,000",5,Slightly involved
afffcfd2341e440b97c700aab7b56ea7,Kayode,Olayinka,Adeola,None,Secondary,Doctor,Engineer,"400,000-600,000",3,Slightly involved
81627cf1439442e69a587e8aa25d6b29,Ndubuisi,Folami,Adekunle,None,Secondary,Farmer,Doctor,"400,000-600,000",5,Always busy
e87d1c78e7c441c780497b717d106c60,Chidiebere,Yejide,Toyin,Primary,Primary,Unemployed,Doctor,"400,000-600,000",4,Slightly involved
a260772317a04f498d01280fd89a40c0,Kayin,Taiwo,Abiola,Tertiary,Primary,Engineer,Doctor,"Above 600,000",4,Involved
0b49452d46d443f39450281c6c6f7633,Oluwafemi,Ifeoma,Uchenna,Tertiary,Tertiary,Unemployed,Farmer,"Below 200,000",5,Always busy
217d65a0c56841cd9563f61600e85ece,Ime,Chibuzo,Idowu,Secondary,Secondary,Teacher,Unemployed,"200,000-400,000",3,Always busy
295d6fbf430f401dbad409e2a319dcb4,Rabiu,Itoro,Ejike,None,Primary,Nurse,Doctor,"Below 200,000",6,Very Involved
b4a69f3c8d3a4d99b11c21c9bdc14f1f,Chidiebube,Bamidele,Otobong,None,None,Farmer,Teacher,"200,000-400,000",4,Always busy
1ca3c448027946a68f9797b06d7ce3c9,Ese,Abidemi,Akachi,Secondary,None,Unemployed,Civil Servant,"200,000-400,000",4,Slightly involved
b0e6a969e21342b0b1eedba313432e61,Olu,Oluchi,Olanrewaju,Tertiary,None,Teacher,Doctor,"200,000-400,000",5,Very Involved
093923de8bab4e3ba6286bfbe767dcea,Sani,Chidiebube,Inyene,Primary,None,Engineer,Trader,"400,000-600,000",4,Involved
8d7248e2951f48d09e84f058d5a804eb,Oluwatoyin,Chikelu,Oghenekaro,Tertiary,Secondary,Unemployed,Doctor,"200,000-400,000",4,Slightly involved
0ab54bde20a04502ae06809725e97977,Emem,Chigozie,Adedayo,None,Tertiary,Trader,Teacher,"400,000-600,000",6,Slightly involved
eededb07e62346899d59cd2a4eea04e7,Tochukwu,Zainabu,Otobong,Secondary,Primary,Teacher,Teacher,"200,000-400,000",3,Very Involved
0a368ce7dc574131b8e1daa7cbceabde,Chinweuba,Halimatu,Chijioke,None,None,Engineer,Farmer,"200,000-400,000",4,Always busy
ae9bec3635c7436c9b9962c6e61fecc0,Oluwaseun,Uzochi,Oghenekevwe,Secondary,None,Teacher,Farmer,"Below 200,000",6,Very Involved
5a8aaeca1a504ec3aabc25fa3fe12e47,Ejike,Oluwafunmilayo,Uzoma,Primary,Primary,Unemployed,Teacher,"400,000-600,000",2,Always busy
dfed2c43e25646dc8f5486b7c7b5b2bc,Olalekan,Chisom,Jatau,Tertiary,Tertiary,Doctor,Farmer,"400,000-600,000",5,Involved
bfddc3d99ee34c2ab94d62046808593f,Adeola,Fumnanya,Olayinka,Primary,Primary,Nurse,Trader,"Below 200,000",5,Involved
3c9ad14cee0c4eb5acfedb992790cebd,Oghenekevwe,Olusola,Yalwa,Tertiary,Primary,Teacher,Teacher,"400,000-600,000",5,Very Involved
ccc56569f9e84369a999b735dd56cc94,Okonkwo,Ladi,Efemena,Tertiary,Tertiary,Nurse,Nurse,"200,000-400,000",5,Slightly involved
698c206fe1a44e10ad534dd0cf8ebc5a,Olufemi,Adenike,Ogochukwu,Tertiary,None,Teacher,Trader,"200,000-400,000",6,Very Involved
ecab3301bc8f4d29adea94930658663a,Ikechukwu,Aishatu,Yaƙubu,Tertiary,Primary,Nurse,Unemployed,"200,000-400,000",2,Very Involved
696608aaee494329884a7b28550a1b46,Adetokunbo,Chibuzo,Abiodun,None,Secondary,Civil Servant,Trader,"Below 200,000",2,Always busy
bc2cbb0ddd334cc7ab7f089acd5f4822,Onyekachi,Amarachi,Akpan,None,Primary,Engineer,Engineer,"Below 200,000",5,Very Involved
28c13091444d410bbf87e362cf8d446a,Nnamdi,Onyeka,Chidubem,Tertiary,Secondary,Nurse,Nurse,"Below 200,000",2,Slightly involved
61ee411a1bac47a7b386f7a4c991603f,Ugochukwu,Ugochi,Akpan,Secondary,Secondary,Engineer,Unemployed,"200,000-400,000",6,Involved
787f2425dbcc447789e9db0adf465290,Ifeanyi,Ese,Kayin,Secondary,Secondary,Farmer,Civil Servant,"Below 200,000",3,Involved
eb1fa9f2d10b41d0b317347038f16a81,Lekan,Bilƙisu,Adetokunbo,Tertiary,Primary,Doctor,Doctor,"Below 200,000",4,Always busy
d20eac174e204d1a998336e375d66ed4,Chidiegwu,Hafsat,Chikere,Primary,Secondary,Unemployed,Unemployed,"200,000-400,000",3,Always busy
391184973a4342ba9f0f06cbcb9bc326,Chidiebube,Hafsat,Adegoke,Primary,Tertiary,Trader,Engineer,"Above 600,000",3,Very Involved
6601ddd031704437a8f7ef5a060edf5b,Ɗanladi,Chinwe,Shehu,Secondary,Tertiary,Teacher,Doctor,"400,000-600,000",5,Very Involved
11c58ef0dd464c09875287aa5408f9ac,Chidubem,Chidinma,Bitrus,Secondary,None,Nurse,Unemployed,"400,000-600,000",3,Always busy
59e4b67147744c5885f8bc16f7860b50,Chukwuma,Chinasa,Adebowale,Primary,Secondary,Farmer,Unemployed,"400,000-600,000",3,Very Involved
adf4e62d6651429e8268690ba43825b5,Umukoro,Oluchi,Opeyemi,None,Tertiary,Teacher,Engineer,"Above 600,000",3,Very Involved
54c63cd889454f2797fa2d8dfb2ca025,Chukwuemeka,Chidiebele,Chijindum,Tertiary,Secondary,Engineer,Doctor,"400,000-600,000",4,Involved
e08596db1d8749668710d430f071d879,Oghenekaro,Abidemi,Rabiu,Secondary,Secondary,Doctor,Trader,"400,000-600,000",2,Very Involved
94a1875d2db64edb82deffccf86c2ca2,Olumide,Ayodele,Onyebuchi,Primary,Tertiary,Teacher,Civil Servant,"Below 200,000",4,Always busy
09cb394243f54a85bbc9f87af668a617,Chukwuemeka,Bolanle,Obinna,None,Tertiary,Doctor,Engineer,"Above 600,000",4,Involved
587ef3446f3f420c98b8e4cc1bc044fc,Chikere,Adannaya,Uduakobong,Tertiary,Tertiary,Civil Servant,Nurse,"Below 200,000",6,Involved
6fb78271504d481f89535b63ba81edd9,Oluwatoyin,Inyene,Chidi,Primary,Primary,Farmer,Teacher,"200,000-400,000",5,Slightly involved
1d9af65982ec4f2dbbf6e16f9b3080d5,Uchenna,Chika,Temitope,None,Secondary,Farmer,Farmer,"Above 600,000",4,Always busy
30a900ad939b462da645f129629c2ae3,Olamilekan,Chimezie,Ejiroghene,None,Secondary,Unemployed,Engineer,"Below 200,000",4,Very Involved
6fa17735b57243d08b5cea6a41357e8c,Bukar,Anuli,Chinedu,Secondary,None,Teacher,Civil Servant,"400,000-600,000",6,Slightly involved
ce777f00ecf24e7685197ff4006ed6e3,Abiola,Ekenedilichukwu,Ejike,Primary,Tertiary,Teacher,Trader,"400,000-600,000",6,Very Involved
f0b5156bb82c4074afd5dea589d7fd6c,Oluwafemi,Olufunmilayo,Iniobong,None,None,Trader,Trader,"400,000-600,000",2,Very Involved
3270e4faabae4f43bcae8081bdf070aa,Chinweike,Mojisola,Chika,Tertiary,Primary,Trader,Farmer,"Above 600,000",2,Very Involved
f2e9702d11e94daaae6981a35d3d9e56,Emeka,Titilayo,Olukayode,Primary,Tertiary,Doctor,Engineer,"Above 600,000",6,Very Involved
9f871ce754874d4fabb7a385aa0b7b14,Chisom,Amina,Ayodele,Primary,None,Teacher,Trader,"Above 600,000",4,Very Involved
1fe771d6d9174793a9d3c2e6505cc686,Inyene,Simisola,Segun,Secondary,Primary,Unemployed,Engineer,"400,000-600,000",3,Involved
81d2c7de4ce14b90a6697833b841d0a0,Adebola,Ifeoma,Ekenedilichukwu,Tertiary,None,Nurse,Civil Servant,"Below 200,000",2,Very Involved
5380b904688c4015aab97e494f2d4796,Adewale,Hadiza,Akpofure,Secondary,Tertiary,Unemployed,Engineer,"Below 200,000",2,Very Involved
8dedf9fb4bb04f20b27c40266703b636,Adebola,Efe,Efemena,Primary,None,Doctor,Unemployed,"400,000-600,000",5,Involved
aa38d0a16ba24efeb11c6eb62095eef6,Chinedu,Oluwaseyi,Eniola,Tertiary,None,Doctor,Engineer,"Below 200,000",5,Always busy
bf85bf0ead64456ca10faa3ff0bbac67,Emem,Uduakobong,Abimbola,Secondary,Tertiary,Trader,Trader,"Above 600,000",5,Slightly involved
91b0e1d99d9242afac8d0e44e71e43a6,Chi,Ufuoma,Akpofure,Secondary,None,Teacher,Engineer,"Below 200,000",4,Slightly involved
d56f03508c454ce2a7f48ad54d0b0d1a,Uzochi,Ige,Abioye,Tertiary,Secondary,Trader,Civil Servant,"Above 600,000",4,Slightly involved
35ce884149734d6c8dcabfb7001a9a8b,Oghenekevwe,Oluchi,Chibuike,None,None,Farmer,Farmer,"400,000-600,000",2,Involved
9b4e2c24947941e689277d9b6e0d2648,Okorie,Taiwo,Chinwendu,Primary,Tertiary,Unemployed,Engineer,"200,000-400,000",6,Always busy
7118e36477094749927eecfaa79ac9aa,Adebowale,Ayodele,Chidiegwu,Secondary,None,Farmer,Nurse,"200,000-400,000",3,Involved
82dc4c8e36b5429aacf5e81e71316269,Bamidele,Hafsat,Mamman,Secondary,Secondary,Unemployed,Trader,"200,000-400,000",4,Slightly involved
f5b78cc7e6b349448b323e357922bac2,Toyin,Enitan,Ikechukwu,Tertiary,Tertiary,Nurse,Nurse,"400,000-600,000",5,Involved
a8aa71582b704525bc67f831cbc84759,Lekan,Oghenero,Uchenna,Tertiary,Tertiary,Unemployed,Unemployed,"Below 200,000",4,Involved
a9f2533683f449a988a639d015b52908,Chinedu,Ebele,Ekene,Primary,Tertiary,Engineer,Engineer,"Below 200,000",5,Very Involved
17e8392a55ce45db9e87e04ca2086977,Alaba,Hadiza,Okonkwo,None,Tertiary,Farmer,Engineer,"Above 600,000",5,Always busy
3c20592fc04a46c4b3b63fe1d1843324,Salisu,Chinwendu,Otobong,Tertiary,Tertiary,Farmer,Unemployed,"Above 600,000",4,Very Involved
ce7ae7f639824cff8f77a665ac3c5640,Onyekachi,Ejiro,Akpofure,Tertiary,Secondary,Farmer,Trader,"Below 200,000",6,Involved
0bd4a99006404e0fa5b8fd4b32fa2de8,Adebowale,Eniola,Okoro,None,Secondary,Doctor,Engineer,"200,000-400,000",6,Very Involved
9c7c737779a24903bbe33b243eae0032,Obi,Asma'u,Olufemi,None,None,Unemployed,Farmer,"Below 200,000",2,Very Involved
7496276412a44ef084bbb7a9d98868dd,Abdullahi,Adebola,Chukwuma,None,Tertiary,Nurse,Teacher,"200,000-400,000",5,Slightly involved
935f2b0aa1384ddca2d9de5d6a18ce4c,Kehinde,Onyekachukwu,Mamman,Primary,None,Unemployed,Civil Servant,"Above 600,000",5,Involved
624c69b6b24445a7b7e5848131c681ec,Chuks,Olufunmilayo,Chidiebere,Tertiary,None,Nurse,Doctor,"200,000-400,000",4,Very Involved
25c73c443e7543b4a64fa6637e8f8095,Chidike,Olusola,Chizoba,None,Primary,Engineer,Doctor,"Above 600,000",3,Involved
e4855aa1016b4287b00805cca7f36ae9,Ejiro,Chi,Yaƙubu,Primary,Primary,Engineer,Teacher,"200,000-400,000",4,Slightly involved
e2add909c5214f2d9c45d539c03f3538,Efemena,Chidinma,Ifiok,Primary,Tertiary,Doctor,Trader,"400,000-600,000",4,Involved
3805f9076cd6419387468f591b494e15,Adebowale,Aisha,Onyeka,Secondary,Tertiary,Farmer,Trader,"400,000-600,000",2,Very Involved
b227462cf53d43308dda24ba2d06e8cf,Bitrus,Efemena,Chikere,Primary,None,Doctor,Teacher,"Above 600,000",4,Slightly involved
8eb225790cdb4ca4b6ecbdd68498e113,Adebola,Bilƙisu,Adebayo,Tertiary,Secondary,Trader,Trader,"Above 600,000",4,Very Involved
1f115b76d92c4227aadf50853fcb7546,Efemena,Kyauta,Kelechi,Tertiary,None,Trader,Engineer,"400,000-600,000",3,Involved
76f2dbfecd29436fa22282e174daaebf,Umaru,Ebere,Okechukwu,Secondary,Primary,Civil Servant,Farmer,"Above 600,000",4,Slightly involved
8f15ba58fce6450487f8424daae65fc1,Chidiebere,Oluwaseyi,Onyekachukwu,None,None,Nurse,Unemployed,"200,000-400,000",2,Involved
c1581092f3354ba3913a7052986f9025,Aliyu,Abiola,Ɗanjuma,Primary,None,Trader,Trader,"Above 600,000",2,Involved
d0a444329cd64852b14c7df4e4347d51,Muhammadu,Oluwafunmilayo,Olanrewaju,Primary,Tertiary,Teacher,Civil Servant,"200,000-400,000",6,Always busy
6d3ee1dc81394443a45b712eb8225688,Chidiegwu,Udo,Ekundayo,Primary,Tertiary,Farmer,Civil Servant,"Below 200,000",5,Slightly involved
722764e68c41461ba827a1b9d4a02e53,Abioye,Fumnanya,Yaƙubu,None,Primary,Farmer,Engineer,"Below 200,000",4,Slightly involved
dc8aee30be6043f7a8be9288e5af6e39,Oghenero,Idowu,Olanrewaju,Secondary,Secondary,Teacher,Farmer,"Below 200,000",3,Slightly involved
c074718e425a409fb337c59979844388,Akachi,Ade,Umar,Secondary,Tertiary,Civil Servant,Unemployed,"400,000-600,000",5,Slightly involved
46fde062a33d47af9701410d3f4b1a70,Lawal,Abiodun,Adebola,Tertiary,None,Doctor,Civil Servant,"Below 200,000",2,Involved
7c0e8cd8857347938715b2b9c40c5d91,Lanre,Chigozie,Abubakar,None,None,Teacher,Farmer,"Above 600,000",4,Very Involved
709b7d97464c44afbd3f3799a07295e9,Adegoke,Oghenekevwe,Balarabe,Secondary,Primary,Engineer,Civil Servant,"200,000-400,000",5,Slightly involved
3c07c57449254af1b6aae05b13d5f2f7,Ndubuisi,Ogechi,Ifeanyi,Primary,Primary,Engineer,Engineer,"200,000-400,000",5,Always busy
e49d681d51d84c6495fa1ab8458f1f19,Toyin,Ngozi,Olusegun,Secondary,Primary,Farmer,Unemployed,"Below 200,000",6,Always busy
269cd696236c4b8794a0bccb8a476a87,Olufemi,Nnenne,Lekan,Primary,Secondary,Trader,Farmer,"Below 200,000",4,Slightly involved
271e3ee2b1a641f1a20e99d33b33f3d8,Ige,Ebere,Uchenna,None,Primary,Engineer,Teacher,"200,000-400,000",6,Always busy
6a34c85410714d51b6c59dacb4d7e28e,Oluwasegun,Zainabu,Ndubuisi,Secondary,Secondary,Teacher,Doctor,"Below 200,000",5,Always busy
7746d0ba8ae8405b94b4a48268586eba,Bamidele,Halimat,Adebayo,Secondary,Primary,Doctor,Trader,"400,000-600,000",2,Very Involved
d5385b0e34f3493c8ff0a55c6a702e2f,Alhaji,Olufunke,Ese,Primary,Tertiary,Trader,Engineer,"200,000-400,000",4,Involved
c51155ffe7a34e81a3b4c08b6b8e869f,Ayuba,Hadizatu,Aliyu,Primary,Tertiary,Trader,Nurse,"200,000-400,000",4,Very Involved
05000bc6b20d4b6eb2311f1795863a76,Otobong,Oluchi,Emem,Primary,None,Farmer,Farmer,"400,000-600,000",5,Involved
9360715fc3fe4183a172b725db52ca58,Ikenna,Talatu,Taiwo,Secondary,Primary,Nurse,Trader,"Below 200,000",2,Involved
f1578470018247c4ba1b58066160a6b4,Hamisu,Iyabo,Segun,Primary,Secondary,Doctor,Farmer,"Below 200,000",6,Slightly involved
63d62a39c0e34efd8c71e0fe5a0cdd7c,Umaru,Hauwa,Olusola,Tertiary,Tertiary,Teacher,Civil Servant,"400,000-600,000",4,Very Involved
d5f25073f41442b1a4429ebbda7b9095,Ikechukwu,Hafsatu,Ayokunle,None,Primary,Civil Servant,Civil Servant,"400,000-600,000",4,Slightly involved
bc10fa52bf5d4fdf89c8d2ab6b44fa8d,Uchenna,Fumnanya,Temitope,Primary,Tertiary,Trader,Nurse,"Above 600,000",5,Always busy
e5d6f6e69a6e42f58cc429038bcf53a1,Ɗanladi,Ime,Babatunde,Primary,Secondary,Nurse,Nurse,"Above 600,000",4,Slightly involved
45df16b6382c443fbcfc9b793875394c,Ɗanjuma,Adannaya,Olamilekan,None,Primary,Trader,Engineer,"Above 600,000",4,Always busy
638c254c076e4bbabc5308bf6f92f25e,Oghenero,Abosede,Efe,Tertiary,Primary,Trader,Farmer,"400,000-600,000",6,Slightly involved
cc530e36addc4e13ab3b4d37560c95ee,Kayode,Opeyemi,Chijioke,Tertiary,None,Doctor,Trader,"200,000-400,000",2,Always busy
d72b61082a404f12b963f37f67814c1f,Ogochukwu,Zainabu,Azubuike,Secondary,Secondary,Teacher,Engineer,"Below 200,000",3,Always busy
fb10987f20ac4703ab67146a77a6e17c,Rabiu,Chigozie,Kehinde,Tertiary,Tertiary,Doctor,Unemployed,"400,000-600,000",2,Slightly involved
e82c7d7b06e745f988bc539c9f4c3b79,Uduakobong,Abosede,Oluwaseyi,Secondary,None,Teacher,Farmer,"Above 600,000",3,Slightly involved
a9ba5a27907b4e36978648f864de82e6,Afolabi,Ola,Babajide,Secondary,Tertiary,Trader,Doctor,"400,000-600,000",5,Involved
6db99102a48b4dbe957d94a106f028ff,Okechukwu,Nnenna,Babatunde,Primary,None,Teacher,Farmer,"Above 600,000",5,Always busy
2e85cb2176314e9d9de9f86322bd3388,Uzochi,Olamide,Olusola,None,None,Engineer,Teacher,"Above 600,000",3,Slightly involved
53cd6268610c437382999aa40cdf742b,Olumide,Chibuzo,Afolabi,None,Primary,Unemployed,Civil Servant,"400,000-600,000",5,Always busy
56666f9f53ac4ab9b4672cd9362f5e5c,Chidubem,Nkemdilim,Abdullahi,Tertiary,Tertiary,Nurse,Doctor,"200,000-400,000",4,Involved
473bd358610e4a64a1301617c2dff335,Oghenekevwe,Olufunmilola,Olabode,Tertiary,Secondary,Nurse,Farmer,"400,000-600,000",4,Very Involved
6bebac31d4f84d72b3821cfdc083b73a,Oluwaseun,Kehinde,Chukwudi,Tertiary,Primary,Farmer,Teacher,"Below 200,000",6,Involved
7866076514f74e8d95bcb8d04094dded,Olusola,Chika,Chukwudi,None,Primary,Trader,Civil Servant,"Below 200,000",3,Very Involved
0d557b618a174dfebfc00dc804f64d86,Salisu,Abioye,Chijindum,Secondary,None,Unemployed,Civil Servant,"400,000-600,000",2,Involved
39669fa759974043b3b1025bfff9f585,Akachi,Ngozi,Umaru,Tertiary,Primary,Nurse,Engineer,"400,000-600,000",4,Always busy
f510ab53c7fe439f9190f938a66fd7f7,Ibrahim,Oluwafunmilayo,Sani,Secondary,Tertiary,Engineer,Doctor,"200,000-400,000",2,Always busy
07f194f9c1154d6d8a4e5b70a6d964a3,Chuks,Nwanneka,Lawali,Secondary,Tertiary,Trader,Teacher,"Above 600,000",2,Always busy
d6d7b3b833094d35bf4df561f319c125,Ayokunle,Chidimma,Ogochukwu,Primary,Primary,Teacher,Trader,"Above 600,000",3,Slightly involved
3d1148022702478b9f0fda8d05379ff6,Ogochukwu,Ngozi,Bello,None,Secondary,Trader,Engineer,"400,000-600,000",5,Very Involved
1d48a071ab6147b1b93b4c3220500494,Chidiebele,Talatu,Ogochukwu,Secondary,Tertiary,Teacher,Teacher,"200,000-400,000",4,Slightly involved
770c779837cc463bb2a0345990604f62,Abubakar,Chichi,Babajide,Primary,Primary,Farmer,Doctor,"Below 200,000",2,Very Involved
5e6fea07c4534f1d81992fdfb31022f0,Umar,Abeni,Okonkwo,Primary,Primary,Engineer,Farmer,"Above 600,000",2,Involved
f6b751f79b7442459b1bc8952af43ab7,Oghenekevwe,Ebele,Chike,None,None,Unemployed,Trader,"Below 200,000",3,Very Involved
c71d5e601d5246abb7e6427cbf780e3f,Chidubem,Chinwendu,Ade,Primary,None,Teacher,Teacher,"Below 200,000",3,Involved
4fa03f26f6f740cca9ec8e49d1bdb8c0,Okechukwu,Jummai,Adekunle,Tertiary,None,Doctor,Trader,"200,000-400,000",3,Slightly involved
edcb8cb606924c639424aed51bac5c15,Chijindum,Olufunmilayo,Chukwuebuka,Tertiary,Tertiary,Civil Servant,Trader,"Below 200,000",3,Very Involved
e87466d7ad6641bd93676a024fdc6e1b,Olujimi,Uzochi,Olayinka,Tertiary,Primary,Teacher,Doctor,"Below 200,000",3,Involved
f1043785658b4523a0141de9f54ad0a2,Uzochi,Nkiru,Bitrus,Primary,Secondary,Trader,Trader,"200,000-400,000",6,Very Involved
9793b9b413744146b2c5bd89b70b3420,Chinwendu,Onyinyechi,Lawal,Primary,Secondary,Unemployed,Nurse,"200,000-400,000",4,Involved
3e2b6091a092452a94a057a7b0cc1b3b,Rabiu,Oluwaseun,Chukwuemeka,Tertiary,None,Unemployed,Engineer,"400,000-600,000",2,Very Involved
