Student_ID,Class_ID,First_Name,Family_Name,Gender,Date_of_Birth,State of Origin,engagement_in_class,health_condition,Class Spec
9f871ce754874d4fabb7a385aa0b7b14,SS1 Class B,Olanrewaju,Olusegun,Male,2009-03-17,Zamfara,Active,Dyslexia,Science
1fe771d6d9174793a9d3c2e6505cc686,SS2 Class F,Abioye,Ufuoma,Male,2008-01-19,Anambra,Unactive,None,Art
81d2c7de4ce14b90a6697833b841d0a0,SS3 Class D,Kelechi,Ifeanyichukwu,Male,2009-03-11,Nasarawa,Unactive,None,Art
5380b904688c4015aab97e494f2d4796,SS2 Class C,Abimbola,Ayomide,Female,2007-08-01,Zamfara,Active,None,Art
8dedf9fb4bb04f20b27c40266703b636,SS1 Class E,Ife,Babajide,Male,2007-09-16,Bauchi,Slightly active,None,Art
aa38d0a16ba24efeb11c6eb62095eef6,SS2 Class E,Adewale,Nonso,Male,2008-02-12,Kaduna,Unactive,Ulcer,Science
bf85bf0ead64456ca10faa3ff0bbac67,SS3 Class D,Adeola,Enitan,Male,2007-02-03,Oyo,Troublesome,None,Art
91b0e1d99d9242afac8d0e44e71e43a6,SS2 Class C,Oni,Ayokunle,Female,2010-01-24,Kebbi,Unactive,None,Science
d56f03508c454ce2a7f48ad54d0b0d1a,SS2 Class E,Okoro,Babajide,Male,2009-12-23,Adamawa,Highly active,None,Art
35ce884149734d6c8dcabfb7001a9a8b,SS1 Class C,Ekwueme,Ademola,Male,2009-01-20,Enugu,Troublesome,Ulcer,Art
9b4e2c24947941e689277d9b6e0d2648,SS3 Class E,Efemena,Aminu,Male,2007-03-25,Oyo,Active,None,Art
7118e36477094749927eecfaa79ac9aa,SS3 Class A,Chidiegwu,Oyibo,Female,2008-05-19,Niger,Active,None,Art
82dc4c8e36b5429aacf5e81e71316269,SS2 Class F,Bitrus,Oyibo,Female,2010-10-02,Sokoto,Troublesome,None,Art
f5b78cc7e6b349448b323e357922bac2,SS3 Class B,Oyibo,Ime,Male,2006-12-16,FCT,Troublesome,None,Science
a8aa71582b704525bc67f831cbc84759,SS2 Class E,Nonso,Adedayo,Male,2006-12-09,Plateau,Unactive,None,Science
a9f2533683f449a988a639d015b52908,SS2 Class F,Ade,Lanre,Female,2008-05-26,Kaduna,Highly active,Dyslexia,Science
17e8392a55ce45db9e87e04ca2086977,SS1 Class C,Nonso,Ekundayo,Male,2008-02-16,Plateau,Unactive,None,Science
3c20592fc04a46c4b3b63fe1d1843324,SS3 Class E,Bamidele,Chidubem,Female,2010-09-29,Nasarawa,Troublesome,Ulcer,Art
ce7ae7f639824cff8f77a665ac3c5640,SS3 Class B,Musa,Adedayo,Male,2009-08-19,Kogi,Unactive,None,Science
0bd4a99006404e0fa5b8fd4b32fa2de8,SS2 Class E,Onyekachukwu,Chijioke,Male,2009-02-22,Kwara,Active,None,Science
9c7c737779a24903bbe33b243eae0032,SS3 Class F,Ufuoma,Uche,Female,2007-04-06,Kebbi,Active,None,Science
7496276412a44ef084bbb7a9d98868dd,SS2 Class D,Aliyu,Oluwafemi,Female,2008-05-14,Kaduna,Highly active,None,Art
935f2b0aa1384ddca2d9de5d6a18ce4c,SS2 Class A,Ademola,Ekwueme,Male,2008-06-24,Adamawa,Slightly active,None,Art
624c69b6b24445a7b7e5848131c681ec,SS3 Class D,Enitan,Ogochukwu,Female,2009-06-11,Adamawa,Highly active,None,Art
25c73c443e7543b4a64fa6637e8f8095,SS2 Class D,Ikechukwu,Olayinka,Female,2007-04-15,Akwa Ibom,Unactive,None,Art
e4855aa1016b4287b00805cca7f36ae9,SS3 Class E,Okorie,Alaba,Male,2007-01-31,Akwa Ibom,Active,None,Art
e2add909c5214f2d9c45d539c03f3538,SS2 Class E,Segun,Tunde,Male,2007-10-03,Bauchi,Highly active,None,Art
3805f9076cd6419387468f591b494e15,SS1 Class B,Fumnanya,Ekenedilichukwu,Female,2008-10-13,Oyo,Troublesome,None,Art
b227462cf53d43308dda24ba2d06e8cf,SS2 Class C,Chidiegwu,Efe,Male,2007-06-25,Imo,Troublesome,None,Science
8eb225790cdb4ca4b6ecbdd68498e113,SS2 Class E,Ikechukwu,Chigozie,Female,2010-08-04,Sokoto,Unactive,Dyslexia,Science
1f115b76d92c4227aadf50853fcb7546,SS2 Class C,Adebowale,Kyauta,Female,2008-04-14,Gombe,Unactive,None,Science
76f2dbfecd29436fa22282e174daaebf,SS1 Class F,Olujimi,Olufemi,Male,2009-10-23,Ogun,Highly active,Dyslexia,Science
8f15ba58fce6450487f8424daae65fc1,SS1 Class A,Chisom,Aminu,Female,2007-03-06,Adamawa,Slightly active,None,Science
c1581092f3354ba3913a7052986f9025,SS3 Class C,Uche,Abioye,Male,2010-02-01,FCT,Troublesome,None,Science
d0a444329cd64852b14c7df4e4347d51,SS1 Class E,Olawale,Abiola,Female,2010-01-25,Akwa Ibom,Troublesome,None,Science
6d3ee1dc81394443a45b712eb8225688,SS3 Class B,Yaƙubu,Olusegun,Female,2010-06-21,Zamfara,Slightly active,None,Science
722764e68c41461ba827a1b9d4a02e53,SS2 Class F,Itoro,Abiola,Female,2009-07-27,Cross River,Active,None,Art
dc8aee30be6043f7a8be9288e5af6e39,SS1 Class B,Lekan,Adegoke,Male,2007-11-15,Bayelsa,Unactive,None,Art
c074718e425a409fb337c59979844388,SS2 Class F,Chikelu,Ayo,Male,2006-11-30,Cross River,Troublesome,None,Science
46fde062a33d47af9701410d3f4b1a70,SS3 Class B,Chukwuma,Lawal,Female,2010-01-12,Abia,Highly active,None,Art
7c0e8cd8857347938715b2b9c40c5d91,SS3 Class A,Chimezie,Chima,Female,2009-09-06,Enugu,Active,None,Art
709b7d97464c44afbd3f3799a07295e9,SS2 Class F,Chidiebere,Umaru,Female,2008-03-07,Kwara,Highly active,None,Science
3c07c57449254af1b6aae05b13d5f2f7,SS1 Class D,Akuchi,Oluwatoyin,Female,2009-01-07,Taraba,Slightly active,None,Art
e49d681d51d84c6495fa1ab8458f1f19,SS3 Class A,Chibuike,Olusola,Female,2010-10-04,Kogi,Highly active,None,Art
269cd696236c4b8794a0bccb8a476a87,SS2 Class D,Uzochi,Chidi,Female,2008-05-05,Lagos,Troublesome,Dyslexia,Art
271e3ee2b1a641f1a20e99d33b33f3d8,SS1 Class A,Olamilekan,Enitan,Female,2006-12-26,Benue,Active,None,Science
6a34c85410714d51b6c59dacb4d7e28e,SS3 Class F,Ifiok,Enitan,Female,2009-02-24,Kano,Troublesome,None,Science
7746d0ba8ae8405b94b4a48268586eba,SS3 Class D,Hamisu,Ayuba,Female,2007-03-12,Rivers,Unactive,None,Art
d5385b0e34f3493c8ff0a55c6a702e2f,SS2 Class B,Onyekachukwu,Muhammadu,Female,2007-02-21,Kaduna,Active,Dyslexia,Art
c51155ffe7a34e81a3b4c08b6b8e869f,SS3 Class E,Chidubem,Mamman,Male,2007-10-12,Adamawa,Active,None,Art
05000bc6b20d4b6eb2311f1795863a76,SS3 Class A,Chijindum,Akpan,Female,2007-12-29,FCT,Active,None,Science
9360715fc3fe4183a172b725db52ca58,SS1 Class E,Chi,Hamisu,Female,2009-03-14,Bayelsa,Slightly active,None,Science
f1578470018247c4ba1b58066160a6b4,SS2 Class F,Ekene,Oghenekevwe,Male,2007-03-12,Benue,Troublesome,Dyslexia,Science
63d62a39c0e34efd8c71e0fe5a0cdd7c,SS1 Class E,Ayomide,Ade,Female,2008-12-13,Ebonyi,Active,None,Science
d5f25073f41442b1a4429ebbda7b9095,SS3 Class D,Oni,Udo,Female,2010-06-03,Zamfara,Highly active,None,Art
bc10fa52bf5d4fdf89c8d2ab6b44fa8d,SS3 Class E,Chijindum,Ifeanyichukwu,Female,2008-12-08,Gombe,Unactive,None,Science
e5d6f6e69a6e42f58cc429038bcf53a1,SS3 Class E,Chika,Rabiu,Male,2009-07-16,Edo,Troublesome,Dyslexia,Science
45df16b6382c443fbcfc9b793875394c,SS2 Class A,Ɗanlami,Ebuka,Male,2009-08-21,Yobe,Active,Dyslexia,Art
638c254c076e4bbabc5308bf6f92f25e,SS2 Class E,Chijindum,Ejiro,Male,2008-08-24,Jigawa,Unactive,None,Science
cc530e36addc4e13ab3b4d37560c95ee,SS1 Class E,Abidemi,Chukwudi,Female,2007-11-14,Kaduna,Troublesome,None,Art
d72b61082a404f12b963f37f67814c1f,SS2 Class F,Alhaji,Lawal,Male,2009-06-07,Kogi,Unactive,None,Art
fb10987f20ac4703ab67146a77a6e17c,SS2 Class A,Adebola,Adeola,Female,2010-09-11,Imo,Slightly active,None,Art
e82c7d7b06e745f988bc539c9f4c3b79,SS2 Class D,Uchenna,Afolabi,Male,2008-04-05,Imo,Unactive,Dyslexia,Science
a9ba5a27907b4e36978648f864de82e6,SS3 Class E,Opeyemi,Chisom,Male,2009-02-15,Kwara,Highly active,None,Science
6db99102a48b4dbe957d94a106f028ff,SS3 Class B,Ejike,Abdullahi,Male,2007-02-08,Bauchi,Slightly active,None,Science
2e85cb2176314e9d9de9f86322bd3388,SS2 Class C,Azubuike,Uzochi,Male,2007-10-28,Cross River,Troublesome,None,Science
53cd6268610c437382999aa40cdf742b,SS1 Class E,Lanre,Jatau,Female,2007-03-13,Plateau,Troublesome,Dyslexia,Science
56666f9f53ac4ab9b4672cd9362f5e5c,SS3 Class B,Ayodele,Uche,Male,2010-06-11,Imo,Active,None,Science
473bd358610e4a64a1301617c2dff335,SS2 Class F,Chima,Ekenedilichukwu,Female,2009-12-05,Ebonyi,Highly active,None,Art
6bebac31d4f84d72b3821cfdc083b73a,SS2 Class C,Tunde,Ifeanyichukwu,Female,2008-01-06,Rivers,Active,None,Science
7866076514f74e8d95bcb8d04094dded,SS3 Class A,Ikenna,Ndubuisi,Male,2010-05-12,Plateau,Unactive,Dyslexia,Art
0d557b618a174dfebfc00dc804f64d86,SS3 Class C,Uduak,Umaru,Female,2007-12-30,Sokoto,Unactive,None,Art
39669fa759974043b3b1025bfff9f585,SS2 Class C,Enitan,Okafor,Female,2007-03-03,Ebonyi,Troublesome,None,Science
f510ab53c7fe439f9190f938a66fd7f7,SS2 Class C,Efe,Chinedu,Female,2010-09-17,Yobe,Active,None,Art
07f194f9c1154d6d8a4e5b70a6d964a3,SS1 Class B,Shehu,Tochukwu,Male,2008-09-09,Yobe,Active,None,Art
d6d7b3b833094d35bf4df561f319c125,SS2 Class D,Kehinde,Ademola,Female,2009-05-27,Sokoto,Active,None,Science
3d1148022702478b9f0fda8d05379ff6,SS1 Class D,Okechukwu,Abiola,Female,2010-02-12,Anambra,Active,None,Science
1d48a071ab6147b1b93b4c3220500494,SS3 Class D,Nnamdi,Ife,Female,2007-08-25,FCT,Troublesome,Sickle Cell,Science
770c779837cc463bb2a0345990604f62,SS2 Class D,Ade,Eniola,Female,2009-12-03,Sokoto,Unactive,Sickle Cell,Science
5e6fea07c4534f1d81992fdfb31022f0,SS1 Class F,Itoro,Okafor,Female,2008-11-14,Kogi,Highly active,None,Art
f6b751f79b7442459b1bc8952af43ab7,SS2 Class D,Otobong,Aminu,Female,2007-07-29,Bayelsa,Slightly active,None,Art
c71d5e601d5246abb7e6427cbf780e3f,SS2 Class B,Onyekachi,Olufemi,Male,2010-03-14,Zamfara,Active,None,Science
4fa03f26f6f740cca9ec8e49d1bdb8c0,SS2 Class D,Kayode,Olawale,Male,2007-12-12,Anambra,Slightly active,Sickle Cell,Art
edcb8cb606924c639424aed51bac5c15,SS2 Class E,Chinweuba,Olujimi,Female,2008-12-05,Sokoto,Active,None,Art
e87466d7ad6641bd93676a024fdc6e1b,SS1 Class B,Ifiok,Chinweike,Male,2007-03-28,Kwara,Highly active,Dyslexia,Science
f1043785658b4523a0141de9f54ad0a2,SS3 Class D,Aliyu,Hamisu,Male,2007-05-10,Kwara,Troublesome,None,Art
9793b9b413744146b2c5bd89b70b3420,SS2 Class F,Chukwuma,Ayodele,Female,2010-03-07,Lagos,Active,None,Science
3e2b6091a092452a94a057a7b0cc1b3b,SS2 Class C,Uduak,Ebuka,Male,2008-02-06,Lagos,Active,None,Art
4d3485c5c5c14eb4b27b3d901a16342c,SS1 Class F,Inyene,Olusegun,Male,2010-05-07,Gombe,Unactive,None,Science
ce3714af99b44350af2b99b4d9acd158,SS2 Class C,Chi,Usman,Male,2007-03-31,Niger,Highly active,None,Science
90e0f4a0fbdd49338bd58bf61efd76e9,SS2 Class E,Chinedu,Oluwaseyi,Female,2007-03-09,Kebbi,Highly active,Dyslexia,Science
8861fe1858e248888a8381bec85aca46,SS3 Class D,Olanrewaju,Akpan,Female,2007-02-25,Adamawa,Unactive,None,Science
11a726095edd4bbfa95976636daa2e68,SS2 Class D,Adebowale,Ikechukwu,Female,2007-06-27,Kaduna,Troublesome,Dyslexia,Science
033d2bce575a4d2ca5c5650c8186a576,SS1 Class E,Enyinnaya,Emem,Male,2010-07-04,Ebonyi,Troublesome,None,Art
7d7ddbedd284476cab88f83dd97dc9cd,SS1 Class E,Eniola,Bitrus,Male,2007-07-08,Abia,Troublesome,None,Science
5cb85aedf5f64c97aefb63b11b049863,SS3 Class C,Rabiu,Ayotunde,Female,2010-10-02,Akwa Ibom,Highly active,None,Science
75b17a55d4264982a43e4288a2b5b498,SS1 Class D,Efe,Chukwuebuka,Male,2009-07-29,Bauchi,Highly active,None,Science
2d174fc96f7c45eaa72a6d8eb5122df8,SS2 Class B,Oluwafemi,Uchenna,Male,2006-12-06,Ebonyi,Active,None,Art
a6846099f7294951859131d2bbda0242,SS3 Class D,Ayodele,Aminu,Female,2009-08-08,Ekiti,Active,None,Art
eb6c1016cee644d09dac6e8345241ea6,SS2 Class B,Ogochukwu,Ayuba,Male,2010-02-28,Kano,Active,Dyslexia,Science
7701f7bb7bc64e1f864ee6e389c5b31a,SS1 Class B,Ayomide,Abioye,Male,2010-04-11,Nasarawa,Unactive,None,Art
97ac6aa8bb2448a3936357b66f81cf4f,SS1 Class E,Akpan,Oyibo,Female,2008-03-16,Adamawa,Active,None,Art
3ed8c56cda094fa092828d8044b591f7,SS2 Class D,Olumide,Aminu,Female,2007-02-02,Abia,Unactive,None,Science
4767d76c162f4a24af43613cd4aac9a3,SS1 Class B,Chukwudi,Femi,Female,2009-11-26,Adamawa,Troublesome,None,Art
c01f36bf3e6d458bb367c28de1b294de,SS1 Class D,Uche,Olusola,Male,2009-03-17,Delta,Troublesome,None,Science
ab0e664e9c3e42d591e1aa9676f72255,SS2 Class D,Ufuoma,Opeyemi,Male,2010-03-20,Ogun,Slightly active,Dyslexia,Art
7e8adee707584201961e16d16105716b,SS3 Class F,Ekene,Uche,Female,2007-07-24,Kano,Unactive,None,Art
